UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,ParentCaseNumber,ParentUNID,VeteranName,LineNumber,AwardName,AwardCode,AwardCategory,Quantity,SetType,Devices,DeviceCount,Engrave,EngravingText,StockNumber,LineStatus,BackorderETA,Authority,DocReaders,LineKey
C5FEB355DB1317A2A2A29CD0D9473092,NT000186,CBD77CC72C3874026ED761FFD0B8C03D,10/03/2023 11:33:40,11/07/2023 20:07:40,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2023-000002,CBD77CC72C3874026ED761FFD0B8C03D,"Fairweather, Marcus",1,Bronze Star Medal,BSM,Medal,1,Miniature,Bronze oak leaf cluster,1,No,,8455-00-852-8564,Complete,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2023-000002|01
39C7AAA5F8C08ABE34DA54977A293B9C,NT000187,CBD77CC72C3874026ED761FFD0B8C03D,10/03/2023 11:33:40,11/07/2023 20:07:40,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2023-000002,CBD77CC72C3874026ED761FFD0B8C03D,"Fairweather, Marcus",2,Army Good Conduct Medal,GCM,Medal,2,Full Size + Miniature,Arrowhead,1,No,,8455-00-729-8282,Closed,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2023-000002|02
A308B216CF6A67FBCE5AA67F54082263,NT000188,CBD77CC72C3874026ED761FFD0B8C03D,10/03/2023 11:12:40,11/07/2023 20:07:40,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2023-000002,CBD77CC72C3874026ED761FFD0B8C03D,"Fairweather, Marcus",3,Republic of Vietnam Gallantry Cross Unit Citation,RVNGC,Unit Award,1,Ribbon Only,,0,No,,8455-00-128-8335,Shipped,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2023-000002|03
3C82CB55A5ABDF2423ACCE6AD699AC8B,NT000189,CBD77CC72C3874026ED761FFD0B8C03D,10/03/2023 11:37:40,11/07/2023 20:07:40,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2023-000002,CBD77CC72C3874026ED761FFD0B8C03D,"Fairweather, Marcus",4,Vietnam Service Medal,VSM,Medal,1,Full Size,,0,No,,8455-01-914-0962,COMPLETE,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2023-000002|04
0FA077A1AE3E90E637421F6243B69DDF,NT000190,19573EEC7D22839F8DC757186A464C4B,03/18/2022 09:19:20,04/13/2022 17:59:20,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2022-000001,19573EEC7D22839F8DC757186A464C4B,"Kettering, Emmett",1,Parachutist Badge,PB,Badge,1,Full Size,Arrowhead,1,No,,8455-00-682-7999,Closed,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2022-000001|01
BBC4FA83F3E75F68174D2522364333E8,NT000191,772738D9DA59875962F935D9B1709535,02/12/2020 14:11:07,03/01/2020 13:51:07,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2020-000002,772738D9DA59875962F935D9B1709535,"Ingersoll, Alvin",1,Purple Heart,PH,Medal,1,Full Size + Miniature,Arrowhead,1,No,,8455-00-311-9708,Void,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2020-000002|01
CE319122120E91CDC6E20ACB8765D4E7,NT000192,772738D9DA59875962F935D9B1709535,02/12/2020 14:07:07,03/01/2020 13:51:07,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2020-000002,772738D9DA59875962F935D9B1709535,"Ingersoll, Alvin",2,Combat Infantryman Badge,CIB,Badge,1,Miniature,"""V"" device",1,No,,8455-00-987-3129,Cancelled,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2020-000002|02
26010ADFF0E9F4F0F36B6EB9A1695E68,NT000193,772738D9DA59875962F935D9B1709535,02/12/2020 14:11:07,03/01/2020 13:51:07,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2020-000002,772738D9DA59875962F935D9B1709535,"Ingersoll, Alvin",3,United Nations Service Medal (Korea),UNSMK,Medal,1,Full Size + Miniature,,0,No,,8455-01-383-0919,Cancelled,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2020-000002|03
B4370E7D0B4E64F331B646A971F38FFA,NT000194,772738D9DA59875962F935D9B1709535,02/12/2020 14:10:07,03/01/2020 13:51:07,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2020-000002,772738D9DA59875962F935D9B1709535,"Ingersoll, Alvin",4,Bronze Star Medal,BSM,Medal,1,Ribbon Only,Bronze oak leaf cluster,1,No,,8455-00-635-5116,Void,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2020-000002|04
31F324C16E31751B2FEDD1F97E31C272,NT000195,D7D661930EA8B5784F149C4CA4BBCC60,06/25/2016 12:04:19,06/29/2016 11:56:19,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2016-000001,D7D661930EA8B5784F149C4CA4BBCC60,"Ingersoll, Cassandra",1,Combat Infantryman Badge,CIB,Badge,1,Full Size,,0,No,,8455-00-251-8673,Void,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2016-000001|01
D1720786928FE58C4A0052F58FE7910A,NT000196,D7D661930EA8B5784F149C4CA4BBCC60,06/25/2016 12:18:19,06/29/2016 11:56:19,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2016-000001,D7D661930EA8B5784F149C4CA4BBCC60,"Ingersoll, Cassandra",2,Honorable Service Lapel Button,HSLB,Lapel Button,1,Miniature,,0,Yes,C. E. INGERSOLL,8455-01-821-4165,Cancelled,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2016-000001|02
411F8E4DDF2C4931ED67B0792F4958DE,NT000197,D7D661930EA8B5784F149C4CA4BBCC60,06/25/2016 12:00:19,06/29/2016 11:56:19,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2016-000001,D7D661930EA8B5784F149C4CA4BBCC60,"Ingersoll, Cassandra",3,Asiatic-Pacific Campaign Medal,APCM,Medal,1,Full Size,,0,Yes,C. E. INGERSOLL,8455-01-985-2591,Cancelled,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2016-000001|03
AA2DE7CD685984EDAFE571B3205D51BE,NT000198,D2B7AC95DDC748A12A0EF396015C1197,07/19/2026 10:00:00,07/19/2026 09:36:00,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2026-000001,D2B7AC95DDC748A12A0EF396015C1197,"Hollingsworth, Vernon",1,Army Achievement Medal,AAM,Medal,1000,Full Size,"""V"" device",1,Yes,V. HOLLINGSWORTH,8455-00-817-3774,B/O,09/20/2026,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2026-000001|01
50192EF93F13947F2E844217BEB1E0CE,NT000199,D2B7AC95DDC748A12A0EF396015C1197,07/19/2026 09:46:00,07/19/2026 09:36:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000001,D2B7AC95DDC748A12A0EF396015C1197,"Hollingsworth, Vernon",2,National Defense Service Medal,NDSM,Medal,1,Miniature,Arrowhead,1,No,,8455-00-673-7449,Pending Pick,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2026-000001|02
9BE4091DA69E39F6E3E98AD60AC08EB7,NT000200,D2B7AC95DDC748A12A0EF396015C1197,07/19/2026 09:40:00,07/19/2026 09:36:00,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2026-000001,D2B7AC95DDC748A12A0EF396015C1197,"Hollingsworth, Vernon",3,Army Service Ribbon,ASR,Ribbon,1,Miniature,,0,No,,8455-00-673-1861,Open,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000001|03
89DA369FB94881D07D66BB998163BAFE,NT000201,D2B7AC95DDC748A12A0EF396015C1197,07/19/2026 10:03:00,07/19/2026 09:36:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000001,D2B7AC95DDC748A12A0EF396015C1197,"Hollingsworth, Vernon",4,Meritorious Service Medal,MSM,Medal,1,Full Size,Bronze oak leaf cluster,1,No,,8455-01-446-9744,Pending,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2026-000001|04
EE10ADF4712053B157C47E875C1E490A,NT000202,D2B7AC95DDC748A12A0EF396015C1197,07/19/2026 09:57:00,07/19/2026 09:36:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2026-000001,D2B7AC95DDC748A12A0EF396015C1197,"Hollingsworth, Vernon",5,Bronze Star Medal,BSM,Medal,1,Full Size,,0,Yes,V. HOLLINGSWORTH,8455-00-289-5949,Pending,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000001|05
3D7DC65D0E029C04AC4C1D9BC5F57FBF,NT000203,6980A53F326B0D230F7E1FA1966E73D5,08/05/2026 08:32:00,08/05/2026 08:06:00,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2026-000002,6980A53F326B0D230F7E1FA1966E73D5,"Northway, Alvin",1,Military Outstanding Volunteer Service Medal,MOVSM,Medal,2,Full Size,,0,No,,8455-00-757-1380,B/O,10/28/2026,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2026-000002|01
FFFF32710E58E76162728A3135523E27,NT000204,6980A53F326B0D230F7E1FA1966E73D5,08/05/2026 08:23:00,08/05/2026 08:06:00,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2026-000002,6980A53F326B0D230F7E1FA1966E73D5,"Northway, Alvin",2,Combat Action Badge,CAB,Badge,2,Ribbon Only,Bronze service star,2,No,,8455-00-769-6414,Authorized,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000002|02
B88AEFA78149FCCE3AFDBF63EFDA96DA,NT000205,F107CAB5C888FA5DDE1959251EDB0716,05/06/2026 09:55:00,05/06/2026 09:53:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2026-000003,F107CAB5C888FA5DDE1959251EDB0716,"Ingersoll, Betty",1,Army Commendation Medal,ARCOM,Medal,1,Full Size,Bronze service star,2,Yes,B. T. INGERSOLL,8455-01-863-8177,B/O,09/27/2026,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2026-000003|01
0F4C92E51145F3A9EFAB5456A11CAB28,NT000206,F107CAB5C888FA5DDE1959251EDB0716,05/06/2026 10:16:00,05/06/2026 09:53:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000003,F107CAB5C888FA5DDE1959251EDB0716,"Ingersoll, Betty",2,Air Medal,AM,Medal,1,Full Size,,0,Yes,B. T. INGERSOLL,8455-00-826-3517,Hold,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2026-000003|02
212444013AE8CFD77BD8B377B12AA47F,NT000207,F107CAB5C888FA5DDE1959251EDB0716,05/06/2026 10:02:00,05/06/2026 09:53:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2026-000003,F107CAB5C888FA5DDE1959251EDB0716,"Ingersoll, Betty",3,Combat Medical Badge,CMB,Badge,1,Full Size,,0,No,,8455-01-814-8232,Pending,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2026-000003|03
E1400FD5299626192DC38948CF07CA73,NT000208,F107CAB5C888FA5DDE1959251EDB0716,05/06/2026 10:14:00,05/06/2026 09:53:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2026-000003,F107CAB5C888FA5DDE1959251EDB0716,"Ingersoll, Betty",4,Vietnam Service Medal,VSM,Medal,1,Ribbon Only,,0,Yes,B. T. INGERSOLL,8455-00-455-9955,Open,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000003|04
D80ED953F956CA1F7257A14F8350BFBD,NT000209,F107CAB5C888FA5DDE1959251EDB0716,05/06/2026 10:17:00,05/06/2026 09:53:00,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2026-000003,F107CAB5C888FA5DDE1959251EDB0716,"Ingersoll, Betty",5,Republic of Vietnam Gallantry Cross Unit Citation,RVNGC,Unit Award,1,Full Size,Arrowhead,1,No,,8455-01-732-2615,Pending,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,VMA-2026-000003|05
ECABB9A670F78580FEC95F0FEA7E236F,NT000210,0FC278BDDDA9175B4D004411025CD60F,06/18/2026 11:22:00,06/18/2026 11:08:00,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2026-000004,0FC278BDDDA9175B4D004411025CD60F,"Ellsworth, Eugene",1,Philippine Liberation Medal,PLM,Medal,1,Full Size,,0,No,,8455-01-878-9691,Pending,,NA Form 13038,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2026-000004|01
21B258E6FA5AD2F3B4EECEBF8E9912BD,NT000211,0FC278BDDDA9175B4D004411025CD60F,06/18/2026 11:21:00,06/18/2026 11:08:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2026-000004,0FC278BDDDA9175B4D004411025CD60F,"Ellsworth, Eugene",2,Combat Infantryman Badge,CIB,Badge,1,Miniature,Bronze service star,2,No,,8455-01-788-4128,Open,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,VMA-2026-000004|02
2079BA39F2C163FE81CC77BC5C8711D9,NT000212,185761F194F690EAB747A463296146D8,08/29/2026 10:15:00,08/29/2026 09:57:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2026-000005,185761F194F690EAB747A463296146D8,"Brannigan, Priscilla",1,Bronze Star Medal,BSM,Medal,1,Miniature,"""V"" device",1,No,,8455-01-547-6687,Pending,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,VMA-2026-000005|01
C42F8CF154BA235096BA90472AEE101A,NT000213,185761F194F690EAB747A463296146D8,08/29/2026 10:04:00,08/29/2026 09:57:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2026-000005,185761F194F690EAB747A463296146D8,"Brannigan, Priscilla",2,Combat Infantryman Badge,CIB,Badge,1,Miniature,,0,No,,8455-00-651-1806,Open,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2026-000005|02
F2CCA8A701B9207298A610EC2A67AA10,NT000214,185761F194F690EAB747A463296146D8,08/29/2026 10:16:00,08/29/2026 09:57:00,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2026-000005,185761F194F690EAB747A463296146D8,"Brannigan, Priscilla",3,National Defense Service Medal,NDSM,Medal,1,Miniature,"""V"" device",1,No,,8455-00-111-5588,Authorized,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2026-000005|03
552CC937621CCB20174D02B222623687,NT000215,1D1A92310C19C0195C36FFD31CD63257,02/08/2026 09:58:00,02/10/2026 11:44:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2026-000006,1D1A92310C19C0195C36FFD31CD63257,"Kowalski, Wanda",1,Southwest Asia Service Medal,SWASM,Medal,1,Ribbon Only,,0,No,,8455-01-542-3866,In Progress,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2026-000006|01
25E7D11E490EA5E5A83CA037C6FF72EA,NT000216,1D1A92310C19C0195C36FFD31CD63257,02/08/2026 09:58:00,02/10/2026 11:44:00,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2026-000006,1D1A92310C19C0195C36FFD31CD63257,"Kowalski, Wanda",2,Armed Forces Expeditionary Medal,AFEM,Medal,1,Full Size,,0,Yes,W. t. Kowalski,8455-01-531-2833,Engraving,,WD AGO Form 53-55,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2026-000006|02
5F415BA96B905C56D86F61EF107879C7,NT000217,A5ED15850355B28AAA9364B5275C735D,07/04/2026 09:41:00,07/11/2026 10:15:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2026-000007,A5ED15850355B28AAA9364B5275C735D,"Nordstrom, John",1,Republic of Korea War Service Medal,ROKWSM,Medal,1,Full Size,,0,No,,8455-00-930-2139,Engraving,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2026-000007|01
8EF1429941019F25B3EE1E5F08F8EC77,NT000218,E452F00D006B912B2EBB16A0E835E586,06/28/2026 07:47:00,06/30/2026 11:35:00,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2026-000008,E452F00D006B912B2EBB16A0E835E586,"Cotswold, Patricia",1,Army Achievement Medal,AAM,Medal,1,Miniature,"""V"" device",1,No,,8455-00-382-2247,Engraving,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2026-000008|01
5C8682AF90C0A32B9A133C3AAFE93AAD,NT000219,3B8765C1D897400134EBD1BEA1AEFACD,05/21/2026 05:21:00,05/27/2026 11:05:00,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2026-000009,3B8765C1D897400134EBD1BEA1AEFACD,"Fairweather, Ines",1,Army Service Ribbon,ASR,Ribbon,1,Ribbon Only,,0,No,,8455-00-378-9388,Engraving,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2026-000009|01
AB9F58B79535E5FF43969874FA640D9A,NT000220,3B8765C1D897400134EBD1BEA1AEFACD,05/21/2026 05:10:00,05/27/2026 11:05:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2026-000009,3B8765C1D897400134EBD1BEA1AEFACD,"Fairweather, Ines",2,Army Good Conduct Medal,GCM,Medal,2,Full Size,"""V"" device",1,No,,8455-00-333-1580,Engraving,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2026-000009|02
3095177BE4C345B17FB0D056ACC351AC,NT000221,3B8765C1D897400134EBD1BEA1AEFACD,05/21/2026 05:06:00,05/27/2026 11:05:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000009,3B8765C1D897400134EBD1BEA1AEFACD,"Fairweather, Ines",3,Army Commendation Medal,ARCOM,Medal,1,Full Size,,0,Yes,I. Fairweather,8455-01-807-7022,In Progress,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2026-000009|03
30239001C131B8418915895FB77B5A39,NT000222,7F09098857523C0DDC01E862CF27AE67,06/12/2026 08:46:00,06/24/2026 11:34:00,CN=Cletus Marchbanks/OU=CHPSID/O=TACOM,,VMA-2026-000010,7F09098857523C0DDC01E862CF27AE67,"Prentiss, Patricia",1,Afghanistan Campaign Medal,ACM-A,Medal,1,Full Size + Miniature,,0,No,,8455-01-837-3391,Picked,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2026-000010|01
6E1455A673B36713B213E0EAE8DA447D,NT000223,7F09098857523C0DDC01E862CF27AE67,06/12/2026 08:49:00,06/24/2026 11:34:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2026-000010,7F09098857523C0DDC01E862CF27AE67,"Prentiss, Patricia",2,Army Achievement Medal,AAM,Medal,1,Full Size + Miniature,Bronze service star,2,No,,8455-00-056-2861,Picked,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,VMA-2026-000010|02
C9DA46461DB45225C3CD8606FD95B88A,NT000224,7F09098857523C0DDC01E862CF27AE67,06/12/2026 08:46:00,06/24/2026 11:34:00,CN=Ignatius Pardo/OU=CHPSID/O=TACOM,,VMA-2026-000010,7F09098857523C0DDC01E862CF27AE67,"Prentiss, Patricia",3,Purple Heart,PH,Medal,1,Full Size,,0,No,,8455-00-144-3985,Picked,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2026-000010|03
C282504079CDE6EA3468B725B6D00C80,NT000225,7F09098857523C0DDC01E862CF27AE67,06/12/2026 09:03:00,06/24/2026 11:34:00,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2026-000010,7F09098857523C0DDC01E862CF27AE67,"Prentiss, Patricia",4,Iraq Campaign Medal,ICM,Medal,1,Full Size,,0,No,,8455-00-527-6779,Assembly,,"DD Form 214, block 24",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,VMA-2026-000010|04
2E449D0DDEF30925A4526F1156EABCCE,NT000226,7F09098857523C0DDC01E862CF27AE67,06/12/2026 08:47:00,06/24/2026 11:34:00,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2026-000010,7F09098857523C0DDC01E862CF27AE67,"Prentiss, Patricia",5,Global War on Terrorism Service Medal,GWOTSM,Medal,1,Full Size,,0,No,,8455-01-170-9847,Picked,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,VMA-2026-000010|05
3EBDC72E8A5D5ED0DBFB21073D2EF454,NT000227,7BD1324CC441A1DBAA585671E859C332,06/21/2026 03:40:00,07/03/2026 10:39:00,CN=Yolanda Strickland-Oby/OU=CHPSID/O=TACOM,,VMA-2026-000011,7BD1324CC441A1DBAA585671E859C332,"Underhill-Voss, Charles",1,Army Achievement Medal,AAM,Medal,1,Full Size,,0,Yes,C. A. UNDERHILL-VOSS,8455-00-014-8975,Assembly,,HRC Awards and Decorations Branch letter,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ignatius Pardo/OU=CHPSID/O=TACOM,VMA-2026-000011|01
7B31D6ECC0AD12815F84233210F1CE6E,NT000228,52C12AAE2C8DD61B3050BC0C37F44F35,06/13/2026 03:42:00,06/19/2026 08:27:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2026-000012,52C12AAE2C8DD61B3050BC0C37F44F35,"Kirkbride, Rosalind",1,Southwest Asia Service Medal,SWASM,Medal,1,Ribbon Only,,0,No,,8455-00-558-7899,Assembly,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2026-000012|01
EEBC2939FE0EF50727AAE66196413D2A,NT000229,52C12AAE2C8DD61B3050BC0C37F44F35,06/13/2026 03:29:00,06/19/2026 08:27:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2026-000012,52C12AAE2C8DD61B3050BC0C37F44F35,"Kirkbride, Rosalind",2,Army Service Ribbon,ASR,Ribbon,1,Ribbon Only,Arrowhead,1,No,,8455-00-987-7353,Picked,,Permanent Orders 118-04,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,VMA-2026-000012|02
68D75FCE000497EEE29064B4E269630E,NT000230,B821CC814D35A2931EE14A344A7ECD23,08/03/2026 07:18:00,08/21/2026 09:48:00,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,VMA-2026-000013,B821CC814D35A2931EE14A344A7ECD23,"Fairweather, Darnell",1,Bronze Star Medal,BSM,Medal,1,Full Size + Miniature,Arrowhead,1,Yes,D. H. FAIRWEATHER,8455-01-237-3958,Assembly,,"DD Form 214, block 13",[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,VMA-2026-000013|01
